name,youtube,commenters
gdsfamily4,UC24BfKRQk_5uZomn0DxW2Ew,"['hongjunghwan9', 'itaehwi8', 'you_me_omo', 'kui.li.37017', 'shiba_manbok', 'kor_hyunsu', 'jodonghun8250', 'i_love_holys', 'gimhyejin5556', 'caeminyeong5986', 'young_ah_5.29', 'kim.s6een', '14__06', 'sy_sy_06', 'cagayeongcagayeong', 'shinej0703', 'a59106350', 'haeun2415', 'caeyun518', 'gimeunbin82', 'coeriweon6', 'hwstrigkdeeso', 'terry_woos__', 'yeonji_korean', 'doyeun1103', 'bat_1u1', 'becky_korea', 'jp_16819', 'won_honglove', 'sonhyangrim9', '_yeo_hyun_yoon', 'yuhanyeop2001', 'rori._.bjd', 'rrrim_8596', 'gyeongho0514', 'kang_yechan_', 'baggyeongeun8315', 'maryam666666_75tperspolis', 'yugyeomj', 'damisfamily', 'real098slchcoyuki', 'wsh7031', 'hyuuuuuuuun_bin', 'hseocdfop857549', 'jin2_5858', 'seoyeongjjang7', 'schk6041', 'gimeunbin446', 'minhyeog4949', 'yumyum0618', 'kjhgo1980', 'siennapark03', 'sjh561', 'stargirl350998070', 'nalnali88', 'dasol4997_', 'ijuhyi161', 'oliviakim_1107', '__kimsungmin__', 'ii_pyeong', 'yangsoyeon8921', 'savviblue', 'fy7850', '_97.12.06_', 'hottttti_', 'army_eunsue', 'ohhajeong', 'gdsfamily4', 'gyeongmin.__', 'min_ae0805', 'kwangseoksshin', 'whangbo_rami', 'wltjscjstk321', 'gimsuha4487', 'meejinkang', 'csa2968', 'gimhyeonjin1218', 'eunjikkong3', 'sosohanlemon', 'icaemin68', 'kimjinwoo469', 'rani_chef', 'kimdowon0530', 'kim_080703', 'buid_1245', 'songhyeju5', 'sanyang_282', 'ksj12041017', 'kang_gi_youn', 'daeseng_hana_juyoung', 'a45404968', 'lennyface072004', 'jeongseonu108', 'eunhee_is_exol', 'dasom1227', 'coedain3892', 'itownkid_the_love', 'lumin_official', 'so_yun_army', 'jeongweon6665', 'yeongeun9387']"
h_ue_,UC24ZdEFJvYvQwqnWJodWzng,"['070622_na', 'gayeon0917', 'ysr_1110_', 'yejin_1013_', 'chst_eddie', '_suyeon0422', 'heosinyeong59', 'myooooku', 'lee_mihyeong', '_hyejin_1125', 'beedan93', 'asif_ccc', 'leeyoung751', 'luna5667782', 'ji_hyun_3125', 'wlguss51', 'seo_086', 'k.d.h._.0227', 'cloudysongi_1028', 'da_yun_015', 'sodam1362', 'somini_127', 'luce__.yhah', '3.12_s', 'gimsieun244', 'eukguayun', 'chuchu_06101', 'chyumm_0311', 'ga_on_05', 'iamsushyy', 'bo_1yoon', '98_akira', 'jimin_nuna', 'hi_olivia.c', '05.1227', 'hsyeon_0908', 'j_sh_513', 'rose_6711', 'n_ahy.09', 'sshyun_l', 'nt.cmplctd', 'yjw_gilupfhl', 'yeong_0901', 'negori1818', 'shy_1124', '_shuming_', 'jimin__0612', 'ohyeona1692', 'pengsunang', 'chms_221', 'seoyeon___3___', '49_gae', 'hyun_05e', 'mitokii_', 'meltomel0321', 'wings_01_97', '_somin1225', 'hhaeun8009', 'opal20020118', 'parkch313', '06_wendy_kim', 'fairy_pitta_jinny', 'i_am_ihaneul6585', 'uing01', 'collectif.inconu', 'seok_haeran', 'hyemin0525', 'sol.aaahhh', 'ravet_01', 'wendylee0122', 'geesoo__', 'yealim2001', 'ihyeonji7076', 'o5qjs', 'seyeoun_', 'iamsejong', '____seo.o', 'cherryblossom207', 'yunhojun6', 'seon.songi', 'hayun945', 'younyoungho', 'yearin_03', 'stop._.who', 'gyung_0503', 'zerah0303', 'eun_g_259', 'choiyuri_17', 'vlog_xxm96', 'cheon116', 'doyeon_311', 'tall__shm', 'alswl0917', 'ode_tx_yxuth', 'sowon__0314', 'seoun._.a', 'ioi_ini', 'jun_mo18', '712un_', 'lovee_.verity', 'hyun__ppu', 'hewal12345688', 'bo_youn_061109', 'eun_lee_0v0', '_yeo_hyun_yoon', 'sj_hs_sk', 'syeon1102', 'jeongeun0622', 'cloud_jian_11', 'thefirstone_v', '2001_10_21_', 'jy._.jelly', 'bomin061125', 'un.0709', 'jin_040802', 'yeun_0507', '_bara_95', 'ahnahdj', 'ito75155', 'notdothis_i', 'seo_yeong0507', 'dlwls_19', 'yeweon747', 'moon_u791', 'j_sol_ee', 'andy218_rose', 'j_voice99', 'joome__e', 'yeonseosseu', '0000_1l1', 'en_joeng', 'becauseofdaysix', 'minseo8802', 'gyeongmin.__', 'trin_since2000', 'yurec199', 'lse_sean', 'just_muse_', 'jihyoid14', 'heather_shin02', 'je_mineee', 'kwpnjy', 'h_ue_', 'jeongeun4591', 'sungeun9', 'sondasister', '0228.olivia', 'cutiebbojjac', 'aneounji', 'luminous_yul', '2.starlight', 'every_love_days', 'pretty_j.w_1004', 'phyo_eun', 'bongceol.gim', 'ddok._.s', 'love__is_love__s2', '0_min_ji0818', 'x_ouk.c_e', 'do_hyun_kwon', 'piepit___', 'n_uevo2', 'kim_yun_ji_0122', 'judy_6258', '078.68__', 'chaeeun04', 'iamxmn', 'fairy__seong_s', 'fotldzk12', 'si_yeon_034', 'yungajjing', 'sua_bong', 'yurap0623', 'kimyubean', 'mrkim1315', 'ilovebts0805', 'daweon6985', 'toolove_7305', '__piyottoroprin', 'ashley9131120', '3j____y4', 'mina0704072019', 'dl_tjdud', 'dusrmr1234', 'sujin_01hi', 'lnflnte', 'xmrnstagramx', 'josubin0128', 'ose1110ose', 'gksggpwjd', 'love_ty_v', 'mkubf2581', 'yejun8291', 'jeongi9786', 'kim_goeun06', 'j_luyha', 'sun_ho_parkpark', 'nm89096', 'kbk3236', 'jina.__d', 'jooyeon_0224_', 'hannah_zmin', 'c8t4a6d131', 'csl_chimmy', 'seyeong643', 'jjuya080730', '__ixiixi__', 'gimgangdong89', 'lim__su_jin', 'kaon_hime', 'ijunu962', 'u_you_xoxo', 'seungchae.__', 'asumia03', 'na11x18', 'http.ge.co.kr', 'j_ms_1123', 'jjiill__9925', 'ugeun68', 'keuripeo45', 'chaeyeon_0501', 'n._.nk', 'han__hit_', 'pzqm554', 'da_eun__03', '_v1nc2nt', 'jeminju1210', 'chaeone_kim00', 'purple_min_1110', 'aya_sseung_822', 'changhe___0801', 'ryd._.08', 'k_h_h3835', 'jammami10', 'seon577', 'dbnlove', 'jungjiwon_13', 'subin_princess1115', 'gangyeji93', 'dbswjdchl', 'dujin0904', 'chang_hyo12', 'isujin7864', 'inyoung9972', 'ev_1229', 'min_heewon_chan', 'y0__0v', 'stephanieahn5915', 'kimsj2004', 's_b_.1126', 'ckstjs0915', 'bodle_love', 'wo_n_041', 'chemy_1214', 'yubin_1127', 'junnni47', 'alslalsl0511', 'kimay_1120', 'kimchayoung57', '_____19_25', 'gimriyang', 'jhsb_731', 'jy__1112', 'sieon0908', 'sun_gihoon111', 'hhjuyy0203', '_eun.me', 'hot_but_a_psycho.o', 'dbrua_0306', 'ybd0417', 'jini_jin_0412', 'dhs_0930', 'nana_m0m', 'bil_73', 'smj_99', 'csy4797', 'ssyy.04', 'jin_march27', 'ysa_ghhfgf', 'chan_hyuk_20', 'ji__hxxn', 'coeseonghyeog1717', 'bluei__ai_', 'jiwon_594', 'yunhyo_061111', 'jihye8990', 'uublin', 'eun_jeong_06', 'seoeun060831', 'mi_kyung_eda', '09_ye_won', 'sjh1890', '02.03.21_', 'sojji_21', 'leewj0504', 'youth_filled', 'naeun768', 'jc__00', 'kate_is_me1', 'qkrtheka425', 'd__yj_and_dj', 'kimtrueee_', 'silver_song_0828', 'guuran0905', '430__y', '2yjin_03.25', 'han_areum_02', 'muli_da._.o', 'sion2787', 'osehyi5963', 'du_gus_', 'r_ose03', 'taetae0jaeeun', 'bjiyeong27', 'sj_021127', 'frommid2dawn', 'ye_won_0928', 'nahyeon3634', 'lizzi_song', 'n_chim2', 'do_ob_20', 'nimblmin_.ie', 'dahyun_3610', 'iso_swag.0108', 'kge1844', 'jilks_tillr', 'e_jin0901', 'leemy_613', '_its_me_0721', 'water__eye0924', 'z.yeoniii', 'nohs_1214', 'seoyun.in', 'tae_silver65', 'castle_in_jisu', 'hihyeji__', 'geesung318', 'min_ae0805', 'yereem_piano', 'park.s.h.06', 'petite._.shin', 'jangyk98', 'theredbeswimmingpools', '1yeonbbeum', 'so_young_0527', 'hai._.ni.i', 'may_nengkkot_529', '07kimjua', 'minseo9541', 'xoxolo.id', '__rud__1209', 'chan0_0ni', 'q_min_young_p', '_dayoung_kk', 'kjy63084315', 'na_heuju', 'yeongseo0528', 'seongjubh', 'daeun1527', 'hjw_0409', 'ss__h_ee', 'minji5898', 'sfubli.0', 'big_._.forest', 'inhee_1107', 'h___bin1', 'raichuuh', 'u_rami_97', 'ijeongyun35', 'cherish__won', 'yeonkkoch_1111', 'se.10.31', 'shining046', 'kimwonilwonil', 'seo_332', 'an_subin_', 'sm_sionmi']"
take_jung,UC2QeHNJFfuQWB4cy3M-745g,"['david.ahn.ironman', 'yummahee', 'eunhyuk.seo.1', 'winnie_the_hyun', 'hoya_hanhwa', 'solver1983', 'gentleman_3327', '_loudb', 'yyaerimi1121', 'suny_honey', 'daisy_blanc54', 'han_joonyoung', 'minameisbk', 'vessenvkh', '22___sey', 'damulgaaa', 'j._.sh_', 'ssingssing77', 'kimjiwon_kimjiwon', 'sunigee', 'zealot_rian', '_bbosik_seo', 'pru_life_planner', 'lemonawar', 'gwak_131', 'hyunju_style', 'vanessa_w0205', 'chiudream', '11.6gram', 'jungwoon34', 'seong.h.g', 'psellyq', 'yejiohc', 'realization__vivid_dream', 'lianhuakim', 'itantan_s', 'take_jung', 'mandoobori', 'oojjang2', 'white_wind_0624', 'daeseonghong', 'soonok0213', '___ione___', 'uksnoopy']"
dingo_movie,UC2dajIvSk458lj-0GNULGeA,"['shangxiii_', 'eunsos', 'mari9tfox', 'movie7684k', 'e._.dan', 'lovyeun', 'wonluvx', 'kimdongkue9823', 'seohyeon84_', 'one_j.b', 'jinnn1i', 'wystle_', 'mintsnote_', 'seongryeong_k', 'meteorluv', 'chez_diana_', 'xeexeoxoung', 'songhee_lzy', 'l_eejaeeun', 'seojane_', 'i_sumin_min', 'k_yikk', 'se._.corgi', 'amrihasan23', 'i_lucky_u', 'anseoyoung1115', 'parkseojoonmy', 'xll1995', 'haejude__', 'bok__sun', 'ei_ginn', 'nayoung0918', 'hyssssun', 'ddanbe_ev', 'sweetbear520', 'jonahh2300', 'dlalswk', 'ho_jin_1129', 'e_dal_', 'keemolly', '09_rii', 'daumjjjjjj', 'jiminmin__', 'bamtorii', 'do.1_193_js', 'hyunjungg_', 'u____bini', 'one__z__one', 'yevly', 'loneee_', '0_zing', 'refsnart_', 'diahwn96', '_kwonyeonju', 's0_0_ar', 'ubuntu_u', 'jjoooooovely', 'zae.hoon', 'neul__1216', 'lee_jjeng_730', 'juliasookhyun83', 'bee._.en', '100_seohyeon', 'mingki__', 'hyomii95', 'youzzinii', '_zy0ung', '2______.5']"
kobejeans,UC3l1qgrRx8vPan82wDc3kNg,"['yoonseokwon', 'hesen_world', 'mike_h.s', 'bbboong3', 'gregori_choi', 'what_the_geun', '_bitter.and.sweet', 'easyhoon_detaillist', 'younistock', 'win1192000', 'heegun_yoon', 'udoow20042', 'kobejeans', 'envogue_89', 'unique_pip', 'gyeongryun01', 'zanghada', 'songsidori___', 'haroop_meet', 'ryu___gram', 'te2ar', 'kravia_rrr', 'heesung_agui81', 'jdragon_jsds', 'clonk_and_ramchul', 'choid_smith', 'ji__wonsss', 'woochang_man', 'idealegerade', 'i_east_he0n', 'double.j_']"
dada_living,UC4ZOrJ0xNrUsVdX64M8atHQ,[]
72sectv,UC4u2X5QolYdz4faUfKRm3_w,"['ahnviva', '_haram.k', 'h8_xdd5', 'yuster_apec', 'grass._.land', '_wise.be', 'kt_heoney', 'yeschowh', 'daaaaa.yun_e', 'hudadesu', 'orangejinkyu', 'jjosseung', 'elwkdlsj93', '921223.27', 'yh_921123', 'jyc_____', 'young_sun0127', 'sklee941210', 'pilgyunni', '_j1ng', 'moonjjicky', 'fromverysouth', 'kiku_mo', 'pyt_advntr', 'yuniceso_', 'el3na.ey', '72sectv', 'whwpsh', 'jiw_o_n', 'vyongs', 'summmer.a', 'arisu.l', 'andrew__jung', 'dltkdcjs', 'young_gk', 'jyang_mong.calli', '0tae_archive', 'jth220', 'indie_fm', 'd0_nu', 'zagoshipda', 'hyeoninonwaves', 'knuadf', 'ryusian']"
euddeume_,UC4yq3FWEWqMvFNFBsV3gbKQ,"['y3ji_', 'byeong___wizoo89', 'honggyeongeun7194', 'jelly.foot', 'jock.murphy', 'im_so_young', 'goofyfretty', 'bruhsoy', 'euddeume_', 'woogom2_castle', 'uuu__ji', 'nabiris_yy', 'gabispilatesseoul', 'younggi1993', 'ehs0416', 'recyon72', '___roland___', '___.maki.___', 'mje1313', '_szuuu', 'ptyrvls', 'hyunkyungmom', 'ung__mi', 'vivian_wony', 'wirat435', 'secreatadmirer', 'kidsluvclowns', 'hee_vida_loca', '317chae', 'yezi346', 'a89803013', 'mji_98', 'aah.reum', 'mnkorea', 'smilegirl_gu', 'tyonward', 'dance362018', 'airplanejee', 'vel.sara', 'euiyoung_song', 'bong_pila', 'abdullahalatwan4517', 'non_ec', 'kwak_kyeong_min', 'yongmin_____', 'c_____sh', 'choijitab', 'martinramirez4427', 'jy_oos', 'boni_boni_', 'only_decaffein', 'neo_strange_dr', 'diavolo707', 'pmj0903', 'hyoming_s', 'michaelfergy', 'yji1205', 'hyeyun_0607', 'jjively0408', '_yooning_', 'ooyyddzz', 'su_ji1365', 'meow_martinez3007', 'dmdododod', 'zzoozz486', 'jiyoung.shin16', 'ahyuningg', 'hhun777', '7u7tokealan7u7', 'nandho81', 'sunheesay', 'seoul_genie', 'joohee_bondi', 'jeonghyi3116', 'behyeonji', 'junami17', '4807ab', 'rice_corner', 'ejl_720', 'isoluvu', 'no_h.y', 'sopotpot', 'ninjacheong', 'j_hyun0929', 's_eulgi', 'jiye94', 'zinny_121', 'j_able', 'peter_aguilera_v', 'jjjjjjjin7', 'akagiles', 'johnscortes', 'lovely_goya_', 'myuro2526', 'mintygemini_', 'soye_papa2', 'iqmalakimm', 'e_gyuri', 'soulmatephk', 'didanrp', 'seungryeolyeo', 'h_jjeongioi', 'parkjusa3150', 'devjyoti_h', 'anto_blasi', 'ttoju']"
hyo_joo,UC5FOkD_OiUjgCOawXaK0wCg,"['yishan_nakaw', 'zebra.skate', '_taims', 'nguterrence', 'mas55216', 'kaisermane', 'luluvalley', 'th_hero', 'pembersihdebu', 'edaeryilmaz32', 'bediamite', 'ssseungheesong', 'iam.no_one', 'tobacconistbunny', 'little_adi_1', 'pinarie_', 'boxwobbler', 'eian.k', 'sweety___nr', 'lisandratamm', 'suciramadhania980', 'lcfproductions', 'dan_style1991', 'thomas_choijjingga', 'ignaspradipta', 'jem.imah', '_mariamsiti95', 'maggie_roman_illustration', 'denizcanaral07', 'vngehoe', 'llysavannah', 'gordon_12_8', 'bigdaddyglam', 'loullq', 'mai_vincent94', 'xoxo_andy_h_jung', 'oswelyteran', 'stayextra0rdinary', 'pear_pearypeary', 'maisel_233', 'tiayazzr', 'mindyour411', 'gonin2', 'hahayoung22', 'innocent22love', 'endi_qose', 'crazyski11', 'alenatsiunko', 'w.tomonori', 'yukiringo0423', 'julius_pang', 'istapraqkh', 'ramez.o_0', 'glenda_yap', 'levi_chocolat', 'curieuse.femme', 'julesrawks', 'ri3l_', 'diahmarlina59', 'cloclo_wooz', 'shanah', 'yousef_zine_eddin', 'yasin.o0', 'catherine.ingram33', 'wtfkpop_comments', 'gina345345', 'ppamulatsih', 'villianoussneakysquirrel', 'roguefuchunmeme_on_yt', 'ivanbrajkovicc', 'like_a_landscape1103', 'hanykhairiyah', 'diana.ca10', 'jal55s', 'river.galaxy', 'zswiminfluencers', 'annisarahim', 'eggartin75', 'sommalyanna', 'idreeamz', 'sanyunyong13', 'missfer__', 'valeeeries', 'winwintan', 'jian_0417', 'elipicks', '1k_to', 'rickymimi87', 'naxxtaxha', 'wesigner', 'zone9bakery', 'livinghollow', 'minoo.a22', 'wallace.ho', 'noprob_nick', 'mavic.27', 'boardjuak', 'trmnldesign', 'q8heidi8p', 'tanerabilov', 'ppo123456', 'irene.p424', 'pravendra_singh_tomar', 'minajstats', 'eerikarose', 'kayavelocet', 'thewisetravellingfoodie', 'josephwbattisto', 'jayladey', 'pilouface22', 'luza.peag', 'tommykim_photographer', 'beachchild12', 'mjm161', 'alice.fenton', 'raditiadhanie', 'soniaceleste', 'christinehs_', 'klaragorgonia', 'xoxcorazon', 'ahmedbousnoussi_', 'young_kim1984', 'noufatin', 'spenceterrance', 'tonie_blue', 'rinagustin38', 'yann0mobir', 'larelaaveri', 'xunryan_1129', 'hunag1990', 'kfirstbridge4', 'joe_l2015', 'pt.muhr', 'suwan1995', 'gumpchange', 'henryhechai', 'carmenleexx', 'soy_angelaperez', 'dante2422', 'philipetownend', 'jaez1986', 'hangdeez', 'oche.amaris', 'danieltan.dtky', 'ngmonsterzz', 'voit9', 'yvesfrancoisspiegel', 'kimikim_6n9', 'rebecca_821009', 'jesych', 'tantanmiu2014', 'didazr15', 'ken_boat', 'connichin', 'lpt.99', 'thelifeisblue69', 'ting.wu.5070', 'sini.cleide', 'farriesyiaghafar_', 'tosikosan312', 'dnsc', 'shabirrul', 'tsuyoshi.ms.46', 'jeffersonjaxon', 'hyo_joo', 'olivencheese', 'gifmu3ika', 'brewer732', 'kadimatombi', 'a_trichome_quest', 'swatts2k15', 'yumiko9', 'arronherreraa', 'songjinug4', 'deanwilliams9056', 'sierralamesunshine', 'hidayat_aulia', 'kat.in.the.kingdom', 'glad._.gladys', 'tomedina', 'harsh.hoo', 'peugiormin', 'fhrl', 'deliashairsalon', 'whimsicallysimple', 'tonytintheplace', 'leetae.k', 'y.wrong73', 'manumanji', 'noaramot', 'elisaviolante', 'p.eriwink_les', 'mr_cedric_music', 'chenchiapao', 'dilaboards', 'terence.t.u.cheong', 'vsweety.childs']"
drgnlake,UC5Krj_2tLJgAyT7SwTsAIzQ,"['woosung9342', 'dudydk', 'yeoube', 'drgnlake', 'seungmin_lemon', 'twofortytwo_', 'asbyhz', 'hyeonhochoe', 'ryu.hyoseok', 'doohee.lee1202', 'luisa42801', 'yeo_hin', 'heaheahi', 'kpopdrama', 'joowongram', 'hyeok_m', 'petershin_lgbd', 'grace_taiji', 'hooni_jj', 'hip.d____', 'rryu3927', 'lawple', 'andamiro_photo', 'lee_sungmin0608', 'leaf5467', 'mars.graphy', 'sangtoo', 'j._.cm', 'mohamedmomo45', 'voiceover.jng', 'redcube2003', 'carollism', 'hyun.film', 'junek0_127', 'carrie_kwak', 'captain.jkcode', 'piuho', 'video_maker_06', 'cha_sunghyun', 'memikitchen', 'kyungmin_vv', 'ycjloveme', 'jlnmj', 'hyeon_jin0524', 'bver99', 'doop_bass', 'eskino_inho', 'hongsee.pic', 'hoon_39', 'wo0kstar', 'stopitpleazzzzz_', '9175gbw', 'juneyup', 'kangs_15', 'jangstarzz', '_im_the_art_', 'bigstaaar', 'mozadal_pic', 'stew.studio', 'im_al.chang', 'minsong_s', 'udokcreate', 'martin_lee_17', 'pureunbyeol_calli', 'yongjae_ahn', 'jacket_g.sevani', 'exclamimer_vulnerable', 'soo__enter', 'jackson_joo_', 'se_hyeon_pic', 'kim2no', 'leejh066259', 'atrr_k']"
seoyoungchoi_,UC5aNQ65ADb02zEJxzb_zmYQ,"['merug407', 'poodel', '_inaland', 'love_ryubee', '6055no15', 'rhdbs0705', 'yunjaeiz39', 'inaland_life', 'xelloss2015', 'dreaminjeong', '92minu', 'zestyx2580', 'year1980j', 'da_ping_lee', 'ccommim', 'filmicbear', 'younyoungho', 'seung.1.yg', 'stella__91', 'scent_of_moment', 'haroo1day', 'rilakkumakichi', 'lhy0220', 'seonjoon.park', 'bjw_ss10983', 'green_ulysses', 'yechannn_', 'goodbro_gallery', 'junu_tonykim', 'mse_kim', 'acefreegod', 'ilseo_pak', 'pgs696', 'parkjihyeon0390', 'coffeeduckling', 'colinch08', 'kimedwerd', 'calarygirl_a', 'hwangbo_hyun', 'junyeop_tv', 'minjun11271127', 'aureole.k', 'qurade_q', 'yongjaekim_91', 'forcepkn', 'seoulcity_boy', 'sooljjan', 'jaeseop.shin', 'jinkyo.jung.9', 'winllll', 'bong_lee_8585', 'pinknoise_pn', 'rp_logue', 'bae_gangho', 'mulmini5803', 'k.nee0408', 'mtsungchul', 'fail_assa', 'jangseokkeun', 'yonghee.lee.3348', 'chachada13', 'kang_sinjae', 'parksy48', '_bigpicture_', 'j.diana_l', 'eat_stagramer', 'gr20000', 'ssangko', 'yunseongjin4', '_minjung_han', '_aquariustar', 'aceswiri', 'honghk0810', 'jay_kim09', 'chazang', 'slo.leecalli', '88hada', 'ohtanis', 'ip4310', 'tallguyjw_93', 'honey.l5', 'seonjin__diary', 'qowogjs1234', 'shin6752', 'parantoux', 'love119_kkk', 'namajoa', 'fjuhye', 'baeseongwoo_photo', 'sindongu83', 'ehdduq7373', '6530.gif', 'ilys30', 'kwonsi_', 'j.sang2', 'dodogang2', 'chobh0309', 'dojisa_', 'jinihouse', 'seoyoungchoi_', 'riff_j', 'jensendph', 'iamzioya', 'jingukang', 'raham_lee', 'kilhyungdoo', 'jji.in', 'johnkim2483', 'dreamlovesh', 'sharkykorea', 'bong_jour87', 'lovelybbombbom', 'jinijini_drone', 'yeojin_yeom', 'bomkimm', 'gangjun_lee', 'gogu._.ma', 'landleader0831', '_gganna_', 'jenny5466', 'hhun777', 'paul_hhhh', 'uri_riririri', 'scann111', 'donghyung93', 'by_agape', 'this_is_gun', 'jun_imsu', '_kimmy0110000', 'itzmeyj', 'yoloriajm', 'whoz_next', 'jeonghyupseo', 'osy2201like', 'tmvprxj007', 'cemibodere', 'chuck_uhm', 'bbbbbbom222', 'infj_myhalf', 'hsyonto', 'bling_ljh', 'joohajoah_', 'funnyjump', 'ch_ox.32', 'keith_4v', 'hyongjin467', 'iam_jaeyoung_', 'gr2n.1oct', 'minseob9170', 'mybisous', 'bomssal.editor', 'firststeps.chh', 'junseork', 'dave_2046', 'beautyara_', 'xoxo_yschoi', 'rami.0713', 'chamchican69', 'wxxnim', 'herculespark', 'annsy1226', 'twinklejong', 'jaehokang23']"
cargirlmedia,UC8cscgG12KkR7-cOitqYQcg,"['jungdaewook0993', 'berberis79', 'oven_and_grill_jeju', 'maaxtv3', 'vostl1', 'worldrentercar', 'jylarchi', 'daniel_wooriduri', 'huunjoon', 'lldkn992', 'ylee911', 'leather__smith_20bam', 'momogom', 'junyoung488', 'wrenchergirl', 'route.91', 'sabin44441', 'juhyeok_89', 'daeyoung415', 'youn7241', 'bundang1129', 'johnnykimmie', 'countingstars_7', 'chul.kwon', 'deplacez', 'searaykim', 'gilc301', 'losangeles__california', 'hyo_junnnnn', 'carandholic', 'agoo_company', 'xpddlekedl', 'warrick_lawrealestate', 'leeso1019', 'hyunkeunho', 'ys.style', 'cargirlmedia', 'podobongbong94', 'jinwoo_motors.kor', 'kimwooklove', 'ycdavidchang', 'sikyunglee1', 'official_car_photos_', 'jaydenseon']"
seokgguchookggu,UC8valWz_8jFnX4tMGCeC62w,"['junhyeok_choi_0212', 'ch_oi_23', 'jeongcanyeong89', 'leejheyun', 'jiiiii_hun', 'kkoreachoi_18', 'jeongjuryeong', 'mmong_mmi', 'mk_cxss', 'bae_eun_young_', 'kim_teahun', 'chody0705', 'stacker_kim_won_jong', 'sinseunghyeog7', 'sanghun_paul_han', 'hanshin1291', 'baghyeonseong31', 'jenn.chao', 'hwan_sung_kim', 'hamincho06', 'football__d.k', 'sanggi520', 'bagjihyeon744', 'ych_chil1', 'jeongyuseog65', 'mpkang79', 'ujiweon1', 'ggandoli56', 'songseungwooo', 'minguchoi91', 'sungbojo', 'joilsug3', 'yang_h_w307', 'jihyun.945', 'junnnnn_08', 'oided44497', 'kimohyean', 'whereisthecopa19plus', 'k030943', 'kimdongjun14', '2top_rim', 'som329', 'gs.jjjjj', 'homin568', 'cicero_fortuna', 'gimgyeongmin6121', 'bupatv', '12_htj', 'jeong.hwayoung', 'bdh0796', 'imgeonhyi5', 'seung_su5305', 'kangihyun0384', 'dh_no.10', 'seok_ggggi', 'youujs', 'sonminsu_1011', 'seokgguchookggu', 'parkfreestyle', 'joosiyeongdude', 'vagi7179', 'fc_slb', '40__06._.04', 'jaeuceon', 'ljm_kofr', 'fs_jun03', 'gimhangyeol4178', 'j_global_00', 'bvbminjaekim0725', 'de_bruynefan', 'seunggukwanggu', 'mn_lee7', 'plabfootball', 'hamyeongsin', 'iyongseon69', 'chanearl', 'jae_haeon_lee', 'yungwiyeon5201']"
